"""nodeId""","""centrality"""
1337,189
1345,189
1348,189
1353,189
1355,189
1365,189
1374,189
1385,189
1386,189
1400,189
1409,189
1412,189
1261,3.5
1259,3.2586206896551726
1242,2.9076923076923076
1263,2.8636363636363638
1262,2.7794117647058822
1289,2.7794117647058822
1244,2.739130434782609
1245,2.7
1256,2.7
1323,2.7
1267,2.6619718309859155
1328,2.589041095890411
1260,2.4545454545454546
1255,2.423076923076923
1296,2.423076923076923
1304,2.423076923076923
1307,2.423076923076923
1292,2.392405063291139
1268,2.3625
1291,2.3625
1293,2.3625
1340,2.3625
1315,2.3333333333333335
1320,2.3333333333333335
1285,2.3048780487804876
1313,2.3048780487804876
1314,2.3048780487804876
1318,2.3048780487804876
1252,2.2771084337349397
1284,2.2771084337349397
1286,2.2771084337349397
1287,2.2771084337349397
1290,2.2771084337349397
1306,2.2771084337349397
1308,2.2771084337349397
1310,2.2771084337349397
1311,2.2771084337349397
1316,2.2771084337349397
1380,2.2771084337349397
1288,2.25
1305,2.25
1309,2.25
1329,2.223529411764706
1332,2.223529411764706
1253,2.197674418604651
1258,2.197674418604651
1369,2.197674418604651
1277,2.147727272727273
1276,2.1235955056179776
1294,2.1235955056179776
1393,2.1235955056179776
1264,2.1
1388,2.076923076923077
1280,2.0543478260869565
1269,2.032258064516129
1362,1.9894736842105263
1246,1.96875
1394,1.96875
1250,1.9285714285714286
1347,1.9285714285714286
1368,1.9285714285714286
1370,1.9285714285714286
1275,1.9090909090909092
1389,1.8712871287128714
1391,1.8712871287128714
1312,1.8529411764705883
1279,1.8173076923076923
1317,1.8173076923076923
1390,1.8173076923076923
1405,1.8173076923076923
1319,1.8
1326,1.8
1257,1.766355140186916
1330,1.75
1376,1.7181818181818183
1301,1.6875
1251,1.6725663716814159
1243,1.575
1247,1.56198347107438
1300,1.56198347107438
1331,1.56198347107438
1333,1.5365853658536586
1272,1.4538461538461538
1324,1.4
1297,1.3216783216783217
1282,1.2857142857142858
1248,1.2516556291390728
1273,1.2516556291390728
1351,1.243421052631579
1303,1.2352941176470589
1360,1.2352941176470589
1397,1.2352941176470589
1404,1.2352941176470589
1281,1.2272727272727273
1302,1.2272727272727273
1357,1.2272727272727273
1402,1.2272727272727273
1414,1.2272727272727273
1341,1.2193548387096773
1364,1.2115384615384615
1361,1.1666666666666667
1327,1.1595092024539877
1387,1.1595092024539877
1254,1.08
1249,1.0677966101694916
1295,1.0677966101694916
1356,1.0677966101694916
1265,1.0617977528089888
1271,1.0617977528089888
1334,1.0617977528089888
1379,1.0617977528089888
1325,1.0558659217877095
1349,1.05
1377,1.05
1395,1.05
1410,1.05
1417,1.05
1338,1.0384615384615385
1359,1.0384615384615385
1383,1.0384615384615385
1406,1.0271739130434783
1378,1.0216216216216216
1407,1.0216216216216216
1283,0.945
1299,0.9130434782608695
1344,0.9086538461538461
1274,0.9043062200956937
1335,0.9
1371,0.9
1375,0.9
1396,0.9
1403,0.9
1346,0.8915094339622641
1278,0.8217391304347826
1422,0.78099173553719
1424,0.78099173553719
1426,0.78099173553719
1298,0.7325581395348837
1266,0
1270,0
1321,0
1322,0
1336,0
1339,0
1342,0
1343,0
1350,0
1352,0
1354,0
1358,0
1363,0
1366,0
1367,0
1372,0
1373,0
1381,0
1382,0
1384,0
1392,0
1398,0
1399,0
1401,0
1408,0
1411,0
1413,0
1415,0
1416,0
1418,0
1419,0
1420,0
1421,0
1423,0
1425,0
1427,0
1428,0
1429,0
1430,0
1431,0