"""node.uID""","""score"""
1296,1.1817385000000002
1170,0.9857625000000002
1149,0.885981
1167,0.7452209999999999
1103,0.7386589999999997
40,0.6893165000000001
1172,0.6228040000000001
1178,0.46835050000000006
1225,0.45687550000000005
1260,0.39073699999999995
1175,0.3449135
1202,0.3291545000000001
1188,0.32886550000000003
1174,0.3123670000000001
1217,0.3048445
1241,0.3043685
1156,0.2792425
1173,0.2750265
1201,0.26529400000000003
1163,0.2652005
1266,0.264529
1187,0.2583495
1205,0.25142200000000003
1184,0.24395050000000001
1186,0.23685300000000004
1171,0.23611349999999998
1467,0.23389500000000002
1267,0.22903300000000001
1166,0.2263215
1317,0.225973
1180,0.223304
1098,0.22117050000000005
1235,0.218102
1155,0.21793200000000004
1168,0.21744750000000004
1264,0.21546700000000002
1162,0.212543
1262,0.20746000000000006
1268,0.20702650000000006
1270,0.20653350000000006
1226,0.20448500000000003
1223,0.19923200000000005
1324,0.1975065
1179,0.19498200000000002
1227,0.19450600000000004
1257,0.19131850000000003
1221,0.19108050000000004
1256,0.188726
1244,0.18810550000000004
1401,0.1866605
1220,0.18575950000000005
1219,0.18565750000000006
1251,0.18502000000000002
1212,0.18338800000000002
1252,0.18337100000000003
1183,0.18306500000000003
1245,0.18221500000000004
1253,0.18221500000000004
1278,0.1817815
1417,0.18021750000000003
1213,0.18007300000000004
1214,0.17997100000000002
1250,0.179461
1248,0.17890000000000006
1255,0.17890000000000006
1169,0.17791400000000004
1218,0.17782900000000004
1243,0.17772700000000005
1414,0.17771
1437,0.17743800000000007
1216,0.17665600000000004
1242,0.17665600000000004
1246,0.17665600000000004
1319,0.17584850000000002
1150,0.17558500000000002
1215,0.17548300000000003
1276,0.17539800000000005
1430,0.17465850000000002
1151,0.17445450000000004
1224,0.17426750000000005
1238,0.1737405
1269,0.172848
1152,0.17260999999999999
1450,0.17216800000000002
1273,0.17200649999999998
1466,0.17175150000000006
1247,0.17085900000000004
1288,0.169397
1240,0.168683
1154,0.16847900000000002
1321,0.16739100000000004
1263,0.16589500000000001
1282,0.16501100000000002
1377,0.16411000000000006
1204,0.16347250000000002
1249,0.16336200000000006
1479,0.16174700000000006
1456,0.16112650000000006
1330,0.16023400000000002
1378,0.16023400000000002
1272,0.1601745
1275,0.15964750000000003
1254,0.15938400000000003
1239,0.159163
1285,0.1584915
1320,0.158449
1492,0.15842350000000002
1448,0.15803250000000002
1286,0.15771800000000002
1497,0.15727600000000003
1287,0.1567915
1271,0.15671500000000002
1289,0.15578850000000002
1489,0.15578850000000002
1459,0.15576300000000004
1451,0.15531250000000002
1504,0.15531250000000002
1164,0.15522750000000005
1176,0.15522750000000005
1203,0.155168
1265,0.15494700000000006
1457,0.15459
1491,0.154471
1313,0.15385900000000002
1182,0.15359550000000002
1468,0.15359550000000002
1458,0.15351900000000002
1298,0.152822
1511,0.152822
1436,0.152805
1475,0.15270300000000003
1185,0.152703
1229,0.152703
1500,0.15224400000000005
1316,0.15222700000000003
1431,0.15222700000000003
1501,0.15222700000000003
1310,0.15192950000000002
1327,0.15192950000000002
1508,0.15192950000000002
1326,0.151649
1452,0.151649
1200,0.15163200000000004
1416,0.1513515
1519,0.1513515
2522,0.1513515
2524,0.1513515
1499,0.15117300000000003
1505,0.15117300000000003
1514,0.15117300000000003
1177,0.15000000000000002
1181,0.15000000000000002
1258,0.15000000000000002
1259,0.15000000000000002
1274,0.15000000000000002
1277,0.15000000000000002
1283,0.15000000000000002
1284,0.15000000000000002
1297,0.15000000000000002
1309,0.15000000000000002
1311,0.15000000000000002
1318,0.15000000000000002
1325,0.15000000000000002
1328,0.15000000000000002
1329,0.15000000000000002
1411,0.15000000000000002
1413,0.15000000000000002
1438,0.15000000000000002
1442,0.15000000000000002
1449,0.15000000000000002
1461,0.15000000000000002
1485,0.15000000000000002
1487,0.15000000000000002
1490,0.15000000000000002
1502,0.15000000000000002
1507,0.15000000000000002
1510,0.15000000000000002
1512,0.15000000000000002
1513,0.15000000000000002
1515,0.15000000000000002
1516,0.15000000000000002
1517,0.15000000000000002
1518,0.15000000000000002
2520,0.15000000000000002
2523,0.15000000000000002
2525,0.15000000000000002
2526,0.15000000000000002
2527,0.15000000000000002
2528,0.15000000000000002
2529,0.15000000000000002